Mod:Item:MetaData, Localized Name
quark:vertical_stained_planks:9, Vertical Cyan Stained Planks
quark:vertical_stained_planks:10, Vertical Purple Stained Planks
quark:vertical_stained_planks:11, Vertical Blue Stained Planks
quark:vertical_stained_planks:12, Vertical Brown Stained Planks
quark:vertical_stained_planks:13, Vertical Green Stained Planks
quark:vertical_stained_planks:14, Vertical Red Stained Planks
quark:vertical_stained_planks:15, Vertical Black Stained Planks
quark:duskbound_block, tile.duskbound_block.name
quark:duskbound_lantern, tile.duskbound_lantern.name
quark:duskbound_block_stairs, tile.duskbound_block_stairs.name
quark:duskbound_block_slab:0, Duskbound Slab
quark:duskbound_block_wall, tile.duskbound_block_wall.name
quark:world_stone_pavement:0, Granite Pavement
quark:world_stone_pavement:1, Diorite Pavement
quark:world_stone_pavement:2, Andesite Pavement
quark:world_stone_pavement:3, Basalt Pavement
quark:world_stone_pavement:4, Marble Pavement
quark:world_stone_pavement:5, Limestone Pavement
quark:world_stone_pavement:6, Jasper Pavement
quark:world_stone_pavement:7, Slate Pavement
quark:reed_block, tile.reed_block.name
quark:reed_block_stairs, tile.reed_block_stairs.name
quark:reed_block_slab:0, Sugar Cane Slab
quark:reed_block_wall, tile.reed_block_wall.name
quark:snow_bricks, tile.snow_bricks.name
quark:snow_bricks_stairs, tile.snow_bricks_stairs.name
quark:snow_bricks_slab:0, Snow Brick Slab
quark:snow_bricks_wall, tile.snow_bricks_wall.name
quark:carved_wood:0, Carved Oak Wood
quark:carved_wood:1, Carved Spruce Wood
quark:carved_wood:2, Carved Birch Wood
quark:carved_wood:3, Carved Jungle Wood
quark:carved_wood:4, Carved Acacia Wood
quark:carved_wood:5, Carved Dark Oak Wood
quark:soul_sandstone:0, Soul Sandstone
quark:soul_sandstone:1, Chiseled Soul Sandstone
quark:soul_sandstone:2, Smooth Soul Sandstone
quark:soul_sandstone_slab:0, Soul Sandstone Slab
quark:soul_sandstone_stairs, tile.soul_sandstone_stairs.name
quark:soul_sandstone_wall, tile.soul_sandstone_wall.name
quark:turf, tile.turf.name
quark:turf_stairs, tile.turf_stairs.name
quark:turf_slab:0, Turf Slab
quark:framed_glass, tile.framed_glass.name
quark:framed_glass_pane, tile.framed_glass_pane.name
quark:polished_netherrack:0, Netherwrought Stone
quark:polished_netherrack:1, Netherwrought Bricks
quark:polished_netherrack_bricks_stairs, tile.polished_netherrack_bricks_stairs.name
quark:polished_netherrack_bricks_slab:0, Netherwrought Brick Slab
quark:polished_netherrack_bricks_wall, tile.polished_netherrack_bricks_wall.name
quark:trowel, item.trowel.name
quark:quilted_wool:0, White Quilted Wool
quark:quilted_wool:1, Orange Quilted Wool
quark:quilted_wool:2, Magenta Quilted Wool
quark:quilted_wool:3, Light Blue Quilted Wool
quark:quilted_wool:4, Yellow Quilted Wool
quark:quilted_wool:5, Lime Quilted Wool
quark:quilted_wool:6, Pink Quilted Wool
quark:quilted_wool:7, Gray Quilted Wool
quark:quilted_wool:8, Light Gray Quilted Wool
quark:quilted_wool:9, Cyan Quilted Wool
quark:quilted_wool:10, Purple Quilted Wool
quark:quilted_wool:11, Blue Quilted Wool
quark:quilted_wool:12, Brown Quilted Wool
quark:quilted_wool:13, Green Quilted Wool
quark:quilted_wool:14, Red Quilted Wool
quark:quilted_wool:15, Black Quilted Wool
quark:spruce_trapdoor, tile.spruce_trapdoor.name
quark:birch_trapdoor, tile.birch_trapdoor.name
quark:jungle_trapdoor, tile.jungle_trapdoor.name
quark:acacia_trapdoor, tile.acacia_trapdoor.name
quark:dark_oak_trapdoor, tile.dark_oak_trapdoor.name
quark:paper_wall, tile.paper_wall.name
quark:paper_wall_big, tile.paper_wall_big.name
quark:paper_wall_sakura, tile.paper_wall_sakura.name
quark:iron_ladder, tile.iron_ladder.name
quark:paper_lantern:0, Paper Lamp
quark:paper_lantern:1, Decorated Paper Lamp
quark:colored_flowerpot_white, tile.colored_flowerpot_white.name
quark:colored_flowerpot_orange, tile.colored_flowerpot_orange.name
quark:colored_flowerpot_magenta, tile.colored_flowerpot_magenta.name
quark:colored_flowerpot_light_blue, tile.colored_flowerpot_light_blue.name
quark:colored_flowerpot_yellow, tile.colored_flowerpot_yellow.name
quark:colored_flowerpot_lime, tile.colored_flowerpot_lime.name
quark:colored_flowerpot_pink, tile.colored_flowerpot_pink.name
quark:colored_flowerpot_gray, tile.colored_flowerpot_gray.name
quark:colored_flowerpot_silver, tile.colored_flowerpot_silver.name
quark:colored_flowerpot_cyan, tile.colored_flowerpot_cyan.name
quark:colored_flowerpot_purple, tile.colored_flowerpot_purple.name
quark:colored_flowerpot_blue, tile.colored_flowerpot_blue.name
quark:colored_flowerpot_brown, tile.colored_flowerpot_brown.name
quark:colored_flowerpot_green, tile.colored_flowerpot_green.name
quark:colored_flowerpot_red, tile.colored_flowerpot_red.name
quark:colored_flowerpot_black, tile.colored_flowerpot_black.name
quark:custom_bookshelf:0, Spruce Bookshelf
quark:custom_bookshelf:1, Birch Bookshelf
quark:custom_bookshelf:2, Jungle Bookshelf
quark:custom_bookshelf:3, Acacia Bookshelf
quark:custom_bookshelf:4, Dark Oak Bookshelf
quark:colored_item_frame:0, White Item Frame
quark:colored_item_frame:1, Orange Item Frame
quark:colored_item_frame:2, Magenta Item Frame
quark:colored_item_frame:3, Light Blue Item Frame
quark:colored_item_frame:4, Yellow Item Frame
quark:colored_item_frame:5, Lime Item Frame
quark:colored_item_frame:6, Pink Item Frame
quark:colored_item_frame:7, Gray Item Frame
quark:colored_item_frame:8, Light Gray Item Frame
quark:colored_item_frame:9, Cyan Item Frame
quark:colored_item_frame:10, Purple Item Frame
quark:colored_item_frame:11, Blue Item Frame
quark:colored_item_frame:12, Brown Item Frame
quark:colored_item_frame:13, Green Item Frame
quark:colored_item_frame:14, Red Item Frame
quark:colored_item_frame:15, Black Item Frame
quark:lit_lamp, tile.lit_lamp.name
quark:custom_chest:0, Spruce Chest
quark:custom_chest:1, Birch Chest
quark:custom_chest:2, Jungle Chest
quark:custom_chest:3, Acacia Chest
quark:custom_chest:4, Dark Oak Chest
quark:custom_chest_trap:0, Spruce Trapped Chest
quark:custom_chest_trap:1, Birch Trapped Chest
quark:custom_chest_trap:2, Jungle Trapped Chest
quark:custom_chest_trap:3, Acacia Trapped Chest
quark:custom_chest_trap:4, Dark Oak Trapped Chest
quark:candle:0, White Candle
quark:candle:1, Orange Candle
quark:candle:2, Magenta Candle
quark:candle:3, Light Blue Candle
quark:candle:4, Yellow Candle
quark:candle:5, Lime Candle
quark:candle:6, Pink Candle
quark:candle:7, Gray Candle
quark:candle:8, Light Gray Candle
quark:candle:9, Cyan Candle
quark:candle:10, Purple Candle
quark:candle:11, Blue Candle
quark:candle:12, Brown Candle
quark:candle:13, Green Candle
quark:candle:14, Red Candle
quark:candle:15, Black Candle
quark:tallow, item.tallow.name
quark:rope, tile.rope.name
quark:blaze_lantern, tile.blaze_lantern.name
quark:nether_brick_fence_gate, tile.nether_brick_fence_gate.name
quark:leaf_carpet:0, Oak Leaf Carpet
quark:leaf_carpet:1, Spruce Leaf Carpet
quark:leaf_carpet:2, Birch Leaf Carpet
quark:leaf_carpet:3, Jungle Leaf Carpet
quark:leaf_carpet:4, Acacia Leaf Carpet
quark:leaf_carpet:5, Dark Oak Leaf Carpet
quark:leaf_carpet:6, Swamp Oak Leaf Carpet
quark:leaf_carpet:7, Blossoming Leaf Carpet
quark:spruce_pressure_plate, tile.spruce_pressure_plate.name
quark:birch_pressure_plate, tile.birch_pressure_plate.name
quark:jungle_pressure_plate, tile.jungle_pressure_plate.name
quark:acacia_pressure_plate, tile.acacia_pressure_plate.name
quark:dark_oak_pressure_plate, tile.dark_oak_pressure_plate.name
quark:spruce_button, tile.spruce_button.name
quark:birch_button, tile.birch_button.name
quark:jungle_button, tile.jungle_button.name
quark:acacia_button, tile.acacia_button.name
quark:dark_oak_button, tile.dark_oak_button.name
quark:grate, tile.grate.name
quark:charcoal_block, tile.charcoal_block.name
quark:glass_item_frame, item.glass_item_frame.name
quark:soul_compass, item.soul_compass.name
quark:pipe, tile.pipe.name
quark:backpack, item.backpack.name
quark:tiny_potato, tile.tiny_potato.name
bibliocraft:bookcase:0, Oak Bookcase
bibliocraft:bookcase:1, Spruce Bookcase
bibliocraft:bookcase:2, Birch Bookcase
bibliocraft:bookcase:3, Jungle Bookcase
bibliocraft:bookcase:4, Acacia Bookcase
bibliocraft:bookcase:5, Dark Oak Bookcase
bibliocraft:bookcase:6, Framed Bookcase
bibliocraft:bookcasecreative:0, Oak Creative Bookcase
bibliocraft:bookcasecreative:1, Spruce Creative Bookcase
bibliocraft:bookcasecreative:2, Birch Creative Bookcase
bibliocraft:bookcasecreative:3, Jungle Creative Bookcase
bibliocraft:bookcasecreative:4, Acacia Creative Bookcase
bibliocraft:bookcasecreative:5, Dark Oak Creative Bookcase
bibliocraft:bookcasecreative:6, Framed Creative Bookcase
bibliocraft:shelf:0, Oak Shelf
bibliocraft:shelf:1, Spruce Shelf
bibliocraft:shelf:2, Birch Shelf
bibliocraft:shelf:3, Jungle Shelf
bibliocraft:shelf:4, Acacia Shelf
bibliocraft:shelf:5, Dark Oak Shelf
bibliocraft:shelf:6, Framed Shelf
bibliocraft:markerpole, tile.BiblioCraft:MarkerPole.name
bibliocraft:clipboard, tile.BiblioCraft:Clipboard.name
bibliocraft:lanterngold:0, Fancy Lantern
bibliocraft:lanterngold:1, Fancy Lantern
bibliocraft:lanterngold:2, Fancy Lantern
bibliocraft:lanterngold:3, Fancy Lantern
bibliocraft:lanterngold:4, Fancy Lantern
bibliocraft:lanterngold:5, Fancy Lantern
bibliocraft:lanterngold:6, Fancy Lantern
bibliocraft:lanterngold:7, Fancy Lantern
bibliocraft:lanterngold:8, Fancy Lantern
bibliocraft:lanterngold:9, Fancy Lantern
bibliocraft:lanterngold:10, Fancy Lantern
bibliocraft:lanterngold:11, Fancy Lantern
bibliocraft:lanterngold:12, Fancy Lantern
bibliocraft:lanterngold:13, Fancy Lantern
bibliocraft:lanterngold:14, Fancy Lantern
bibliocraft:lanterngold:15, Fancy Lantern
bibliocraft:lanterniron:0, Fancy Lantern
bibliocraft:lanterniron:1, Fancy Lantern
bibliocraft:lanterniron:2, Fancy Lantern
bibliocraft:lanterniron:3, Fancy Lantern
bibliocraft:lanterniron:4, Fancy Lantern
bibliocraft:lanterniron:5, Fancy Lantern
bibliocraft:lanterniron:6, Fancy Lantern
bibliocraft:lanterniron:7, Fancy Lantern
bibliocraft:lanterniron:8, Fancy Lantern
bibliocraft:lanterniron:9, Fancy Lantern
bibliocraft:lanterniron:10, Fancy Lantern
bibliocraft:lanterniron:11, Fancy Lantern
bibliocraft:lanterniron:12, Fancy Lantern
bibliocraft:lanterniron:13, Fancy Lantern
bibliocraft:lanterniron:14, Fancy Lantern
bibliocraft:lanterniron:15, Fancy Lantern
bibliocraft:lampgold:0, Fancy Lamp
bibliocraft:lampgold:1, Fancy Lamp
bibliocraft:lampgold:2, Fancy Lamp
bibliocraft:lampgold:3, Fancy Lamp
bibliocraft:lampgold:4, Fancy Lamp
bibliocraft:lampgold:5, Fancy Lamp
bibliocraft:lampgold:6, Fancy Lamp
bibliocraft:lampgold:7, Fancy Lamp
bibliocraft:lampgold:8, Fancy Lamp
bibliocraft:lampgold:9, Fancy Lamp
bibliocraft:lampgold:10, Fancy Lamp
bibliocraft:lampgold:11, Fancy Lamp
bibliocraft:lampgold:12, Fancy Lamp
bibliocraft:lampgold:13, Fancy Lamp
bibliocraft:lampgold:14, Fancy Lamp
bibliocraft:lampgold:15, Fancy Lamp
bibliocraft:lampiron:0, Fancy Lamp
bibliocraft:lampiron:1, Fancy Lamp
bibliocraft:lampiron:2, Fancy Lamp
bibliocraft:lampiron:3, Fancy Lamp
bibliocraft:lampiron:4, Fancy Lamp
bibliocraft:lampiron:5, Fancy Lamp
bibliocraft:lampiron:6, Fancy Lamp
bibliocraft:lampiron:7, Fancy Lamp
bibliocraft:lampiron:8, Fancy Lamp
bibliocraft:lampiron:9, Fancy Lamp
bibliocraft:lampiron:10, Fancy Lamp
bibliocraft:lampiron:11, Fancy Lamp
bibliocraft:lampiron:12, Fancy Lamp
bibliocraft:lampiron:13, Fancy Lamp
bibliocraft:lampiron:14, Fancy Lamp
bibliocraft:lampiron:15, Fancy Lamp
bibliocraft:furniturepaneler:0, Oak Furniture Paneler
bibliocraft:furniturepaneler:1, Spruce Furniture Paneler
bibliocraft:furniturepaneler:2, Birch Furniture Paneler
bibliocraft:furniturepaneler:3, Jungle Furniture Paneler
bibliocraft:furniturepaneler:4, Acacia Furniture Paneler
bibliocraft:furniturepaneler:5, Dark Oak Furniture Paneler
bibliocraft:furniturepaneler:6, Framed Furniture Paneler
bibliocraft:framedchest:0, Oak Framed Chest
bibliocraft:framedchest:1, Spruce Framed Chest
bibliocraft:framedchest:2, Birch Framed Chest
bibliocraft:framedchest:3, Jungle Framed Chest
bibliocraft:framedchest:4, Acacia Framed Chest
bibliocraft:framedchest:5, Dark Oak Framed Chest
bibliocraft:framedchest:6, Framed Framed Chest
bibliocraft:fancysign:0, Oak Fancy Sign
bibliocraft:fancysign:1, Spruce Fancy Sign
bibliocraft:fancysign:2, Birch Fancy Sign
bibliocraft:fancysign:3, Jungle Fancy Sign
bibliocraft:fancysign:4, Acacia Fancy Sign
bibliocraft:fancysign:5, Dark Oak Fancy Sign
bibliocraft:fancysign:6, Framed Fancy Sign
bibliocraft:fancyworkbench:0, Oak Fancy Workbench
bibliocraft:fancyworkbench:1, Spruce Fancy Workbench
bibliocraft:fancyworkbench:2, Birch Fancy Workbench
bibliocraft:fancyworkbench:3, Jungle Fancy Workbench
bibliocraft:fancyworkbench:4, Acacia Fancy Workbench
bibliocraft:fancyworkbench:5, Dark Oak Workbench
bibliocraft:fancyworkbench:6, Framed Fancy Workbench
bibliocraft:potionshelf:0, Oak Potion Shelf
bibliocraft:potionshelf:1, Spruce Potion Shelf
bibliocraft:potionshelf:2, Birch Potion Shelf
bibliocraft:potionshelf:3, Jungle Potion Shelf
bibliocraft:potionshelf:4, Acacia Potion Shelf
bibliocraft:potionshelf:5, Dark Oak Potion Shelf
bibliocraft:potionshelf:6, Framed Potion Shelf
bibliocraft:toolrack:0, Oak Tool Rack
bibliocraft:toolrack:1, Spruce Tool Rack
bibliocraft:toolrack:2, Birch Tool Rack
bibliocraft:toolrack:3, Jungle Tool Rack
bibliocraft:toolrack:4, Acacia Tool Rack
bibliocraft:toolrack:5, Dark Oak Tool Rack
bibliocraft:toolrack:6, Framed Tool Rack
bibliocraft:label:0, Oak Wood Label
bibliocraft:label:1, Spruce Wood Label
bibliocraft:label:2, Birch Wood Label
bibliocraft:label:3, Jungle Wood Label
bibliocraft:label:4, Acacia Label
bibliocraft:label:5, Dark Oak Label
bibliocraft:label:6, Framed Label
bibliocraft:desk:0, Oak Desk
bibliocraft:desk:1, Spruce Desk
bibliocraft:desk:2, Birch Desk
bibliocraft:desk:3, Jungle Desk
bibliocraft:desk:4, Acacia Desk
bibliocraft:desk:5, Dark Oak Desk
bibliocraft:desk:6, Framed Desk
bibliocraft:table:0, Oak Table
bibliocraft:table:1, Spruce Table
bibliocraft:table:2, Birch Table
bibliocraft:table:3, Jungle Table
bibliocraft:table:4, Acacia Table
bibliocraft:table:5, Dark Oak Table
bibliocraft:table:6, Framed Table
bibliocraft:seat:0, Oak Seat
bibliocraft:seat:1, Spruce Seat
bibliocraft:seat:2, Birch Seat
bibliocraft:seat:3, Jungle Seat
bibliocraft:seat:4, Acacia Seat
bibliocraft:seat:5, Dark Oak Seat
bibliocraft:seat:6, Framed Seat
bibliocraft:clock:0, Oak Clock
bibliocraft:clock:1, Spruce Clock
bibliocraft:clock:2, Birch Clock
bibliocraft:clock:3, Jungle Clock
bibliocraft:clock:4, Acacia Clock
bibliocraft:clock:5, Dark Oak Clock
bibliocraft:clock:6, Framed Clock
bibliocraft:case:0, Oak Case
bibliocraft:case:1, Spruce Case
bibliocraft:case:2, Birch Case
bibliocraft:case:3, Jungle Case
bibliocraft:case:4, Acacia Case
bibliocraft:case:5, Dark Oak Case
bibliocraft:case:6, Framed Case
bibliocraft:mapframe:0, Oak Map Frame
bibliocraft:mapframe:1, Spruce Map Frame
bibliocraft:mapframe:2, Birch Map Frame
bibliocraft:mapframe:3, Jungle Map Frame
bibliocraft:mapframe:4, Acacia Map Frame
bibliocraft:mapframe:5, Dark Oak Map Frame
bibliocraft:mapframe:6, Framed Map Frame
bibliocraft:paintingframeflat:0, Oak Painting Frame
bibliocraft:paintingframeflat:1, Spruce Painting Frame
bibliocraft:paintingframeflat:2, Birch Painting Frame
bibliocraft:paintingframeflat:3, Jungle Painting Frame
bibliocraft:paintingframeflat:4, Acacia Painting Frame
bibliocraft:paintingframeflat:5, Dark Oak Painting Frame
bibliocraft:paintingframeflat:6, Framed Painting Frame
bibliocraft:paintingframesimple:0, Oak Painting Frame
bibliocraft:paintingframesimple:1, Spruce Painting Frame
bibliocraft:paintingframesimple:2, Birch Painting Frame
bibliocraft:paintingframesimple:3, Jungle Painting Frame
bibliocraft:paintingframesimple:4, Acacia Painting Frame
bibliocraft:paintingframesimple:5, Dark Oak Painting Frame
bibliocraft:paintingframesimple:6, Framed Painting Frame
bibliocraft:paintingframemiddle:0, Oak Painting Frame
bibliocraft:paintingframemiddle:1, Spruce Painting Frame
bibliocraft:paintingframemiddle:2, Birch Painting Frame
bibliocraft:paintingframemiddle:3, Jungle Painting Frame
bibliocraft:paintingframemiddle:4, Acacia Painting Frame
bibliocraft:paintingframemiddle:5, Dark Oak Painting Frame
bibliocraft:paintingframemiddle:6, Framed Painting Frame
bibliocraft:paintingframefancy:0, Oak Painting Frame
bibliocraft:paintingframefancy:1, Spruce Painting Frame
bibliocraft:paintingframefancy:2, Birch Painting Frame
bibliocraft:paintingframefancy:3, Jungle Painting Frame
bibliocraft:paintingframefancy:4, Acacia Painting Frame
bibliocraft:paintingframefancy:5, Dark Oak Painting Frame
bibliocraft:paintingframefancy:6, Framed Painting Frame
bibliocraft:paintingframeborderless:0, Oak Painting Frame
bibliocraft:paintingframeborderless:1, Spruce Painting Frame
bibliocraft:paintingframeborderless:2, Birch Painting Frame
bibliocraft:paintingframeborderless:3, Jungle Painting Frame
bibliocraft:paintingframeborderless:4, Acacia Painting Frame
bibliocraft:paintingframeborderless:5, Dark Oak Painting Frame
bibliocraft:paintingframeborderless:6, Framed Painting Frame
bibliocraft:paintingpress, Painting Press
bibliocraft:typewriter:0, White Typewriter
bibliocraft:typewriter:1, Light Gray Typewriter
bibliocraft:typewriter:2, Gray Typewriter
bibliocraft:typewriter:3, Black Typewriter
bibliocraft:typewriter:4, Red Typewriter
bibliocraft:typewriter:5, Orange Typewriter
bibliocraft:typewriter:6, Yellow Typewriter
bibliocraft:typewriter:7, Lime Typewriter
bibliocraft:typewriter:8, Green Typewriter
bibliocraft:typewriter:9, Cyan Typewriter
bibliocraft:typewriter:10, Light Blue Typewriter
bibliocraft:typewriter:11, Blue Typewriter
bibliocraft:typewriter:12, Purple Typewriter
bibliocraft:typewriter:13, Magenta Typewriter
bibliocraft:typewriter:14, Pink Typewriter
bibliocraft:typewriter:15, Brown Typewriter
bibliocraft:swordpedestal:0, Sword Pedestal
bibliocraft:swordpedestal:1, Sword Pedestal
bibliocraft:swordpedestal:2, Sword Pedestal
bibliocraft:swordpedestal:3, Sword Pedestal
bibliocraft:swordpedestal:4, Sword Pedestal
bibliocraft:swordpedestal:5, Sword Pedestal
bibliocraft:swordpedestal:6, Sword Pedestal
bibliocraft:swordpedestal:7, Sword Pedestal
bibliocraft:swordpedestal:8, Sword Pedestal
bibliocraft:swordpedestal:9, Sword Pedestal
bibliocraft:swordpedestal:10, Sword Pedestal
bibliocraft:swordpedestal:11, Sword Pedestal
bibliocraft:swordpedestal:12, Sword Pedestal
bibliocraft:swordpedestal:13, Sword Pedestal
bibliocraft:swordpedestal:14, Sword Pedestal
bibliocraft:swordpedestal:15, Sword Pedestal
bibliocraft:armorstand:0, Oak Armor Stand
bibliocraft:armorstand:1, Spruce Armor Stand
bibliocraft:armorstand:2, Birch Armor Stand
bibliocraft:armorstand:3, Jungle Armor Stand
bibliocraft:armorstand:4, Acacia Armor Stand
bibliocraft:armorstand:5, Dark Oak Armor Stand
bibliocraft:armorstand:6, Framed Armor Stand
bibliocraft:bell, Desk Bell
bibliocraft:typesettingtable, Typesetting Table
bibliocraft:printingpress, Printing Press
bibliocraft:cookiejar, Cookie Jar
bibliocraft:dinnerplate, Dinner Plate
bibliocraft:discrack, Disc Rack
bibliocraft:compass, Compass
bibliocraft:maptool, Drafting Compass
bibliocraft:seatback1:0, Oak Seat Back
bibliocraft:seatback1:1, Spruce Seat Back
bibliocraft:seatback1:2, Birch Seat Back
bibliocraft:seatback1:3, Jungle Seat Back
bibliocraft:seatback1:4, Acacia Seat Back
bibliocraft:seatback1:5, Dark Oak Seat Back
bibliocraft:seatback1:6, Framed Seat Back
bibliocraft:seatback2:0, Oak Seat Back
bibliocraft:seatback2:1, Spruce Seat Back
bibliocraft:seatback2:2, Birch Seat Back
bibliocraft:seatback2:3, Jungle Seat Back
bibliocraft:seatback2:4, Acacia Seat Back
bibliocraft:seatback2:5, Dark Oak Seat Back
bibliocraft:seatback2:6, Framed Seat Back
bibliocraft:seatback3:0, Oak Seat Back
bibliocraft:seatback3:1, Spruce Seat Back
bibliocraft:seatback3:2, Birch Seat Back
bibliocraft:seatback3:3, Jungle Seat Back
bibliocraft:seatback3:4, Acacia Seat Back
bibliocraft:seatback3:5, Dark Oak Seat Back
bibliocraft:seatback3:6, Framed Seat Back
bibliocraft:seatback4:0, Oak Seat Back
bibliocraft:seatback4:1, Spruce Seat Back
bibliocraft:seatback4:2, Birch Seat Back
bibliocraft:seatback4:3, Jungle Seat Back
bibliocraft:seatback4:4, Acacia Seat Back
bibliocraft:seatback4:5, Dark Oak Seat Back
bibliocraft:seatback4:6, Framed Seat Back
bibliocraft:seatback5:0, Oak Seat Back
bibliocraft:seatback5:1, Spruce Seat Back
bibliocraft:seatback5:2, Birch Seat Back
bibliocraft:seatback5:3, Jungle Seat Back
bibliocraft:seatback5:4, Acacia Seat Back
bibliocraft:seatback5:5, Dark Oak Seat Back
bibliocraft:seatback5:6, Framed Seat Back
bibliocraft:stockroomcatalog, Stockroom Catalog
bibliocraft:plumbline, Plumb line
bibliocraft:framingsaw, Framing Saw
bibliocraft:framingboard, Framing Board
bibliocraft:framingsheet, Framing Sheet
bibliocraft:testeritem, ItemStack Name Tester
bibliocraft:atlasbook:0, Atlas
bibliocraft:atlasplate, Atlas Plate
bibliocraft:deathcompass, Eternal Compass
bibliocraft:paintingcanvas, Painting Canvas
bibliocraft:bigbook, Big Writing Book
bibliocraft:recipebook, Empty Recipe Book
bibliocraft:slottedbook, Slotted Book
bibliocraft:handdrill, Hand Drill
bibliocraft:tapemeasure, Tape Measure
bibliocraft:tape, Tape Measure Reel
bibliocraft:bibliochase, Print Press Chase
bibliocraft:printplate, Print Press Plate
bibliocraft:enchantedplate, Enchanted Plate
bibliocraft:biblioredbook, Redstone: Volume I
bibliocraft:biblioglasses:0, Reading Glasses
bibliocraft:biblioglasses:1, Tinted Glasses
bibliocraft:biblioglasses:2, Monocle
bibliocraft:bibliodrill, Screw Gun
bibliocraft:bibliocreativelock, Lock and Key
bibliocraft:biblioclipboard, Clipboard
cgm:workbench, Workbench
cgm:handgun, Pistol
cgm:shotgun, Shotgun
cgm:rifle, Rifle
cgm:grenade_launcher, Grenade Launcher
cgm:bazooka, Bazooka
cgm:chain_gun, Minigun
cgm:assault_rifle, Assault Rifle
cgm:machine_pistol, Machine Pistol
cgm:basic_ammo, Basic Ammo
cgm:advanced_ammo, Advanced Ammo
cgm:shell, Shell
cgm:missile, Missile
cgm:grenade, Grenade
cgm:stun_grenade, Stun Grenade
cgm:part:0, item.cgm.part_chain_gun_base.name
cgm:scope:0, Scope (Short)
cgm:scope:1, Scope (Medium)
cgm:scope:2, Scope (Long)
cgm:silencer, Silencer
immersiveengineering:ore:0, Copper Ore
immersiveengineering:ore:1, Bauxite Ore
immersiveengineering:ore:2, Lead Ore
immersiveengineering:ore:3, Silver Ore
immersiveengineering:ore:4, Nickel Ore
immersiveengineering:ore:5, Uranium Ore
immersiveengineering:storage:0, Block of Copper
immersiveengineering:storage:1, Block of Aluminium
immersiveengineering:storage:2, Block of Lead
immersiveengineering:storage:3, Block of Silver
immersiveengineering:storage:4, Block of Nickel
immersiveengineering:storage:5, Block of Uranium
immersiveengineering:storage:6, Block of Constantan
immersiveengineering:storage:7, Block of Electrum
immersiveengineering:storage:8, Block of Steel
immersiveengineering:storage_slab:0, Copper Slab
immersiveengineering:storage_slab:1, Aluminium Slab
immersiveengineering:storage_slab:2, Lead Slab
immersiveengineering:storage_slab:3, Silver Slab
immersiveengineering:storage_slab:4, Nickel Slab
immersiveengineering:storage_slab:5, Uranium Slab
immersiveengineering:storage_slab:6, Constantan Slab
immersiveengineering:storage_slab:7, Electrum Slab
immersiveengineering:storage_slab:8, Steel Slab
immersiveengineering:stone_decoration:0, Coke Brick
immersiveengineering:stone_decoration:1, Blast Brick
immersiveengineering:stone_decoration:2, Reinforced Blast Brick
immersiveengineering:stone_decoration:3, Block of Coal Coke
immersiveengineering:stone_decoration:4, Hempcrete
immersiveengineering:stone_decoration:5, Concrete
immersiveengineering:stone_decoration:6, Concrete Tile
immersiveengineering:stone_decoration:7, Leaded Concrete
immersiveengineering:stone_decoration:8, Insulating Glass
immersiveengineering:stone_decoration:10, Kiln Brick
immersiveengineering:stone_decoration_slab:0, Coke Brick Slab
immersiveengineering:stone_decoration_slab:1, Blast Brick Slab
immersiveengineering:stone_decoration_slab:2, Reinforced Blast Brick Slab
immersiveengineering:stone_decoration_slab:4, Hempcrete Slab
immersiveengineering:stone_decoration_slab:5, Concrete Slab
immersiveengineering:stone_decoration_slab:6, Concrete Tile Slab
immersiveengineering:stone_decoration_slab:7, Leaded Concrete Slab
immersiveengineering:stone_decoration_slab:10, Kiln Brick Slab
immersiveengineering:stone_decoration_stairs_hempcrete, Hempcrete Stairs
immersiveengineering:stone_decoration_stairs_concrete, Concrete Stairs
immersiveengineering:stone_decoration_stairs_concrete_tile, Concrete Tile Stairs
immersiveengineering:stone_decoration_stairs_concrete_leaded, Leaded Concrete Stairs
immersiveengineering:stone_device:3, Concrete Sheet
immersiveengineering:stone_device:4, Concrete Panel
immersiveengineering:stone_device:5, Concrete Chunk
immersiveengineering:treated_wood:0, Treated Wood Planks
immersiveengineering:treated_wood:1, Treated Wood Planks
immersiveengineering:treated_wood:2, Treated Wood Planks
immersiveengineering:treated_wood_slab:0, Treated Wood Slab
immersiveengineering:treated_wood_slab:1, Treated Wood Slab
immersiveengineering:treated_wood_slab:2, Treated Wood Slab
immersiveengineering:treated_wood_stairs0, Treated Wood Stairs
immersiveengineering:treated_wood_stairs1, Treated Wood Stairs
immersiveengineering:treated_wood_stairs2, Treated Wood Stairs
immersiveengineering:wooden_decoration:0, Treated Wood Fence
immersiveengineering:wooden_decoration:1, Treated Wood Scaffolding
immersiveengineering:wooden_device0:0, Wooden Storage Crate
immersiveengineering:wooden_device0:1, Wooden Barrel
immersiveengineering:wooden_device0:2, Engineer's Workbench
immersiveengineering:wooden_device0:3, Item Router
immersiveengineering:wooden_device0:4, Gunpowder Barrel
immersiveengineering:wooden_device0:5, Reinforced Storage Crate
immersiveengineering:wooden_device0:6, Turntable
immersiveengineering:wooden_device0:7, Fluid Router
immersiveengineering:wooden_device1:0, Water Wheel
immersiveengineering:wooden_device1:1, Windmill
immersiveengineering:wooden_device1:3, Wooden Post
immersiveengineering:wooden_device1:4, Wooden Wallmount
